seed,ey0,epsi0,controller,rmse_ey,max_abs_ey,mean_abs_delta,final_ey
1,0.4,0.1,MPC,0.06182845343457202,0.5124999527656274,0.0032413097984732536,-7.546344406460944e-36
1,0.4,0.1,SAC,0.041782713011141295,0.47500000000000003,0.0057443477958440785,0.003052722372077701
1,0.4,0.1,Hybrid,0.04279157723671102,0.47500000000000003,0.005488777889640765,0.0029790250749075244
2,-0.4,-0.1,PID,0.06383333295341505,0.5,0.00558109484668319,-5.5458504392961343e-14
2,-0.4,-0.1,MPC,0.06182845343457202,0.5124999527656274,0.0032413097984732536,7.546344406460944e-36
2,-0.4,-0.1,SAC,0.041066900005611744,0.47500000000000003,0.0062484491616487505,-0.0002279389104832356
2,-0.4,-0.1,Hybrid,0.042221552196225476,0.47500000000000003,0.0057949665356048,-0.00022420823895639243
2,-0.4,-0.05,PID,0.05220512093230167,0.4375,0.004376155282003002,-4.09486954581406e-14
2,-0.4,-0.05,MPC,0.05016267282679437,0.4375,0.002343748160387159,-3.411897151513105e-36
2,-0.4,-0.05,SAC,0.03330462539076929,0.4375,0.00501162588596344,-0.00022792720320250588
2,-0.4,-0.05,Hybrid,0.03400133545678485,0.4375,0.004760714687097246,-0.00022421299934633596
2,-0.4,0.0,PID,0.04200967304287697,0.4,0.003392045640446209,-2.6438886523319953e-14
2,-0.4,0.0,MPC,0.03907321023329677,0.4,0.0015862928202104274,-1.4370178400389757e-35
2,-0.4,0.0,SAC,0.02709982052706946,0.4,0.004344559945166111,-0.00022792671229049732
2,-0.4,0.0,Hybrid,0.02768977881264473,0.4,0.003941323828021825,-0.00022421264882639067
2,-0.4,0.05,PID,0.034539952645901116,0.36250000000000004,0.002823619977680128,-1.1929077588499195e-14
2,-0.4,0.05,MPC,0.03129260226410959,0.36250000000000004,0.001049677856987652,-2.045510786610153e-35
2,-0.4,0.05,SAC,0.022480812810703348,0.36250000000000004,0.003931637778878212,-0.0002279309033552131
2,-0.4,0.05,Hybrid,0.022880057223905723,0.36250000000000004,0.0035897446592907745,-0.00022420938281586682
2,-0.4,0.1,PID,0.03177989538043263,0.325,0.002903620140344803,2.5807313463215978e-15
2,-0.4,0.1,MPC,0.024628061711558454,0.325,0.0011667094023986256,-2.633421229798552e-35
2,-0.4,0.1,SAC,0.019592183510589375,0.325,0.002733241245150566,-0.0002279282528000263
2,-0.4,0.1,Hybrid,0.019824603759082793,0.325,0.002612960944179737,-0.00022420787641199555
2,-0.2,-0.1,PID,0.044552236337549886,0.33412433333333336,0.0041217854352155105,-4.223906113130142e-14
2,-0.2,-0.1,MPC,0.04020411656591359,0.31856375789451535,0.0024714503494810574,1.0367287577910185e-35
2,-0.2,-0.1,SAC,0.02209576572417397,0.275,0.004137620851397514,-0.000227944712391725
2,-0.2,-0.1,Hybrid,0.022718468615032482,0.275,0.004022358945825824,-0.0002242131600786525
2,-0.2,-0.05,PID,0.031916666476707524,0.25,0.002790547423341595,-2.7729252196480672e-14
2,-0.2,-0.05,MPC,0.028301017742442768,0.23750000000000002,0.0015534282260654157,-5.9100139695582896e-37
2,-0.2,-0.05,SAC,0.01596831779190517,0.23750000000000002,0.00318814966827631,-0.00022794070532246316
2,-0.2,-0.05,Hybrid,0.016451217974036345,0.23750000000000002,0.0029584311175309113,-0.00022421341338238894
2,-0.2,0.0,PID,0.021004836521438485,0.2,0.0016960228202231044,-1.3219443261659977e-14
2,-0.2,0.0,MPC,0.019483198714837256,0.2,0.0007940631303824236,-7.288001717107604e-36
2,-0.2,0.0,SAC,0.011687892370782275,0.2,0.0029140956699848174,-0.00022793132769602297
2,-0.2,0.0,Hybrid,0.011967918608825947,0.2,0.0026045589708475407,-0.00022420825911897077
2,-0.2,0.05,PID,0.015889947690216316,0.1625,0.0014518100701724015,1.2903656731607989e-15
2,-0.2,0.05,MPC,0.012314030855779227,0.1625,0.0005833547011993128,-1.316710614899276e-35
2,-0.2,0.05,SAC,0.009845468770234667,0.1625,0.0013559345155954362,-0.0002279289876038809
2,-0.2,0.05,Hybrid,0.009952431681710495,0.1625,0.0012975983289532733,-0.00022420854476171622
2,-0.2,0.1,PID,0.021272880385640073,0.1511594870013317,0.0024269090027348146,1.5800174607981502e-14
2,-0.2,0.1,MPC,0.009494383553896032,0.125,0.0012725044852196369,-1.9046210580877745e-35
2,-0.2,0.1,SAC,0.007249401276863418,0.125,0.0012972197681665422,-0.00022792599883401715
2,-0.2,0.1,Hybrid,0.007264254066271863,0.125,0.001297974147640944,-0.0002242083655918025
2,0.0,-0.1,PID,0.027883963921884726,0.20743190854074073,0.0029456021836840223,-2.901961786964144e-14
2,0.0,-0.1,MPC,0.019213879643061742,0.15246117514766735,0.001752747514344211,1.3188180265119796e-35
2,0.0,-0.1,SAC,0.005433039804460204,0.07500000000000001,0.002331336960196495,-0.00022794514372828607
2,0.0,-0.1,Hybrid,0.0059533450958388625,0.07500000000000001,0.002224893787280458,-0.00022420811778211684
2,0.0,-0.05,PID,0.013941981960942363,0.10371595427037036,0.0014728010918420111,-1.450980893482072e-14
2,0.0,-0.05,MPC,0.009123257077276781,0.0725279326166528,0.0008608940847784041,5.8791044318850706e-36
2,0.0,-0.05,SAC,0.0031401548767030843,0.037500000000000006,0.0012404292076826095,-0.0002279375840029121
2,0.0,-0.05,Hybrid,0.003317722954625868,0.037500000000000006,0.0011951537916834803,-0.00022420851580544937
2,0.0,0.0,PID,0.0,0.0,0.0,0.0
2,0.0,0.0,MPC,8.888705734052261e-44,6.709499120186112e-43,1.3993624315904308e-44,-1.2703611082092767e-76
2,0.0,0.0,SAC,0.0002272497622923644,0.0002280243202261728,3.171265125274658e-06,-0.00022793712959682364
2,0.0,0.0,Hybrid,0.00022351931827576757,0.000226509137005653,2.9842515000210464e-06,-0.0002242130689406334
2,0.0,0.05,PID,0.013941981960942363,0.10371595427037036,0.0014728010918420111,1.450980893482072e-14
2,0.0,0.05,MPC,0.009123257077276781,0.0725279326166528,0.0008608940847784041,-5.8791044318850706e-36
2,0.0,0.05,SAC,0.0027435919018584023,0.037500000000000006,0.0011764242872595787,-0.00022792775197383834
2,0.0,0.05,Hybrid,0.0029246992790585512,0.037500000000000006,0.0011382530958671728,-0.00022420951244072474
2,0.0,0.1,PID,0.027883963921884726,0.20743190854074073,0.0029456021836840223,2.901961786964144e-14
2,0.0,0.1,MPC,0.019213879643061742,0.15246117514766735,0.001752747514344211,-1.3188180265119796e-35
2,0.0,0.1,SAC,0.005735255946675083,0.07500000000000001,0.002141299620270729,-0.00022792917519648666
2,0.0,0.1,Hybrid,0.0061177691741717884,0.07500000000000001,0.002095934586464821,-0.00022421340354320316
2,0.2,-0.1,PID,0.021272880385640073,0.1511594870013317,0.0024269090027348146,-1.5800174607981502e-14
2,0.2,-0.1,MPC,0.009494383553896032,0.125,0.0012725044852196369,1.9046210580877745e-35
2,0.2,-0.1,SAC,0.007123003448066659,0.125,0.0014423405379056931,-0.000227937519250367
2,0.2,-0.1,Hybrid,0.007147820021318152,0.125,0.0013901177902476516,-0.00022421000727284397
2,0.2,-0.05,PID,0.015889947690216316,0.1625,0.0014518100701724015,-1.2903656731607989e-15
2,0.2,-0.05,MPC,0.012314030855779227,0.1625,0.0005833547011993128,1.316710614899276e-35
2,0.2,-0.05,SAC,0.009587323469237647,0.1625,0.0016017966717481614,-0.0002279316259769562
