controller,rmse_ey_mean,rmse_ey_std,max_abs_ey_mean,max_abs_ey_std,mean_abs_delta_mean,mean_abs_delta_std
Hybrid,52.39650671429714,335.3658511909285,117.06114223820212,747.946888005456,0.010760196657372578,0.05153928071038544
MPC,0.027609510769883088,0.01659302046063175,0.26448422547395706,0.14059779093292588,0.0014940944423942062,0.0008031792494522859
PID,0.032066439059944545,0.01564820929793294,0.2747145346516621,0.13083665700641817,0.0028785611131496632,0.0013053506699923665
SAC,61.846977553273675,395.87682878858664,138.17225678241937,883.1168332026436,0.012345755297541618,0.060956469561711406
